<<<<<<< HEAD
Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
27 Lugo;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;10.824,252299
27 Lugo;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;10.700,137948
27 Lugo;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;10.170,288426
27 Lugo;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;10.107,313250
27 Lugo;De 70 a 74 años;Española;Hombres;1 de julio de 2022;9.391,170700
27 Lugo;De 70 a 74 años;Española;Hombres;1 de enero de 2022;9.274,167222
27 Lugo;De 70 a 74 años;Española;Hombres;1 de julio de 2019;9.205,328139
27 Lugo;De 70 a 74 años;Española;Hombres;1 de enero de 2019;9.167,037055
27 Lugo;De 70 a 74 años;Española;Mujeres;1 de julio de 2022;9.807,325114
27 Lugo;De 70 a 74 años;Española;Mujeres;1 de enero de 2022;9.789,377504
27 Lugo;De 70 a 74 años;Española;Mujeres;1 de julio de 2019;10.217,118001
27 Lugo;De 70 a 74 años;Española;Mujeres;1 de enero de 2019;10.238,383653
27 Lugo;De 75 a 79 años;Española;Hombres;1 de julio de 2022;8.097,510709
27 Lugo;De 75 a 79 años;Española;Hombres;1 de enero de 2022;8.110,739504
27 Lugo;De 75 a 79 años;Española;Hombres;1 de julio de 2019;7.713,594873
27 Lugo;De 75 a 79 años;Española;Hombres;1 de enero de 2019;7.518,027532
27 Lugo;De 75 a 79 años;Española;Mujeres;1 de julio de 2022;9.835,354704
27 Lugo;De 75 a 79 años;Española;Mujeres;1 de enero de 2022;9.865,699330
27 Lugo;De 75 a 79 años;Española;Mujeres;1 de julio de 2019;9.676,387020
27 Lugo;De 75 a 79 años;Española;Mujeres;1 de enero de 2019;9.516,486570
27 Lugo;De 80 a 84 años;Española;Hombres;1 de julio de 2022;5.863,680418
27 Lugo;De 80 a 84 años;Española;Hombres;1 de enero de 2022;5.908,582459
27 Lugo;De 80 a 84 años;Española;Hombres;1 de julio de 2019;6.745,976640
27 Lugo;De 80 a 84 años;Española;Hombres;1 de enero de 2019;7.049,234198
27 Lugo;De 80 a 84 años;Española;Mujeres;1 de julio de 2022;8.250,283247
27 Lugo;De 80 a 84 años;Española;Mujeres;1 de enero de 2022;8.306,608674
27 Lugo;De 80 a 84 años;Española;Mujeres;1 de julio de 2019;9.384,834628
27 Lugo;De 80 a 84 años;Española;Mujeres;1 de enero de 2019;9.850,010946
27 Lugo;De 85 a 89 años;Española;Hombres;1 de julio de 2022;5.224,500984
27 Lugo;De 85 a 89 años;Española;Hombres;1 de enero de 2022;5.345,613866
27 Lugo;De 85 a 89 años;Española;Hombres;1 de julio de 2019;5.070,387619
27 Lugo;De 85 a 89 años;Española;Hombres;1 de enero de 2019;5.036,925024
27 Lugo;De 85 a 89 años;Española;Mujeres;1 de julio de 2022;8.119,114413
27 Lugo;De 85 a 89 años;Española;Mujeres;1 de enero de 2022;8.355,257960
27 Lugo;De 85 a 89 años;Española;Mujeres;1 de julio de 2019;8.209,270656
27 Lugo;De 85 a 89 años;Española;Mujeres;1 de enero de 2019;8.129,192202
27 Lugo;90 y más años;Española;Hombres;1 de julio de 2022;2.963,638107
27 Lugo;90 y más años;Española;Hombres;1 de enero de 2022;2.908,027049
27 Lugo;90 y más años;Española;Hombres;1 de julio de 2019;2.703,218398
27 Lugo;90 y más años;Española;Hombres;1 de enero de 2019;2.605,920983
27 Lugo;90 y más años;Española;Mujeres;1 de julio de 2022;6.053,487642
27 Lugo;90 y más años;Española;Mujeres;1 de enero de 2022;5.977,379133
27 Lugo;90 y más años;Española;Mujeres;1 de julio de 2019;5.518,579653
27 Lugo;90 y más años;Española;Mujeres;1 de enero de 2019;5.409,816269
28 Madrid;De 0 a 4 años;Española;Hombres;1 de julio de 2022;118.505,000000
28 Madrid;De 0 a 4 años;Española;Hombres;1 de enero de 2022;121.316,000000
28 Madrid;De 0 a 4 años;Española;Hombres;1 de julio de 2019;137.911,926745
28 Madrid;De 0 a 4 años;Española;Hombres;1 de enero de 2019;140.757,845892
28 Madrid;De 0 a 4 años;Española;Mujeres;1 de julio de 2022;111.803,000000
28 Madrid;De 0 a 4 años;Española;Mujeres;1 de enero de 2022;114.594,000000
28 Madrid;De 0 a 4 años;Española;Mujeres;1 de julio de 2019;130.707,413703
28 Madrid;De 0 a 4 años;Española;Mujeres;1 de enero de 2019;133.411,100692
28 Madrid;De 5 a 9 años;Española;Hombres;1 de julio de 2022;149.145,921283
28 Madrid;De 5 a 9 años;Española;Hombres;1 de enero de 2022;150.724,673101
28 Madrid;De 5 a 9 años;Española;Hombres;1 de julio de 2019;159.992,720517
28 Madrid;De 5 a 9 años;Española;Hombres;1 de enero de 2019;161.433,563428
28 Madrid;De 5 a 9 años;Española;Mujeres;1 de julio de 2022;141.167,501506
28 Madrid;De 5 a 9 años;Española;Mujeres;1 de enero de 2022;142.675,799331
28 Madrid;De 5 a 9 años;Española;Mujeres;1 de julio de 2019;151.021,073149
28 Madrid;De 5 a 9 años;Española;Mujeres;1 de enero de 2019;152.195,282261
28 Madrid;De 10 a 14 años;Española;Hombres;1 de julio de 2022;170.223,498616
28 Madrid;De 10 a 14 años;Española;Hombres;1 de enero de 2022;171.051,124089
28 Madrid;De 10 a 14 años;Española;Hombres;1 de julio de 2019;169.962,757820
28 Madrid;De 10 a 14 años;Española;Hombres;1 de enero de 2019;169.297,572709
28 Madrid;De 10 a 14 años;Española;Mujeres;1 de julio de 2022;160.680,932636
28 Madrid;De 10 a 14 años;Española;Mujeres;1 de enero de 2022;161.502,568854
28 Madrid;De 10 a 14 años;Española;Mujeres;1 de julio de 2019;160.407,598409
28 Madrid;De 10 a 14 años;Española;Mujeres;1 de enero de 2019;159.799,507053
28 Madrid;De 15 a 19 años;Española;Hombres;1 de julio de 2022;167.635,740720
28 Madrid;De 15 a 19 años;Española;Hombres;1 de enero de 2022;165.624,903616
28 Madrid;De 15 a 19 años;Española;Hombres;1 de julio de 2019;155.655,158288
28 Madrid;De 15 a 19 años;Española;Hombres;1 de enero de 2019;152.746,936748
28 Madrid;De 15 a 19 años;Española;Mujeres;1 de julio de 2022;158.944,975741
28 Madrid;De 15 a 19 años;Española;Mujeres;1 de enero de 2022;157.042,540306
28 Madrid;De 15 a 19 años;Española;Mujeres;1 de julio de 2019;147.844,422446
28 Madrid;De 15 a 19 años;Española;Mujeres;1 de enero de 2019;145.286,809866
28 Madrid;De 20 a 24 años;Española;Hombres;1 de julio de 2022;151.405,173224
28 Madrid;De 20 a 24 años;Española;Hombres;1 de enero de 2022;148.485,572016
28 Madrid;De 20 a 24 años;Española;Hombres;1 de julio de 2019;138.042,769768
28 Madrid;De 20 a 24 años;Española;Hombres;1 de enero de 2019;136.199,204382
28 Madrid;De 20 a 24 años;Española;Mujeres;1 de julio de 2022;144.068,582861
28 Madrid;De 20 a 24 años;Española;Mujeres;1 de enero de 2022;140.831,365238
28 Madrid;De 20 a 24 años;Española;Mujeres;1 de julio de 2019;131.723,568620
28 Madrid;De 20 a 24 años;Española;Mujeres;1 de enero de 2019;130.225,011821
28 Madrid;De 25 a 29 años;Española;Hombres;1 de julio de 2022;147.213,795941
28 Madrid;De 25 a 29 años;Española;Hombres;1 de enero de 2022;145.814,242115
28 Madrid;De 25 a 29 años;Española;Hombres;1 de julio de 2019;146.695,145232
28 Madrid;De 25 a 29 años;Española;Hombres;1 de enero de 2019;146.749,782156
28 Madrid;De 25 a 29 años;Española;Mujeres;1 de julio de 2022;143.248,125235
28 Madrid;De 25 a 29 años;Española;Mujeres;1 de enero de 2022;141.716,454707
28 Madrid;De 25 a 29 años;Española;Mujeres;1 de julio de 2019;144.001,658431
28 Madrid;De 25 a 29 años;Española;Mujeres;1 de enero de 2019;144.077,886369
28 Madrid;De 30 a 34 años;Española;Hombres;1 de julio de 2022;157.065,312567
28 Madrid;De 30 a 34 años;Española;Hombres;1 de enero de 2022;156.207,945393
28 Madrid;De 30 a 34 años;Española;Hombres;1 de julio de 2019;163.092,301351
28 Madrid;De 30 a 34 años;Española;Hombres;1 de enero de 2019;164.453,138483
28 Madrid;De 30 a 34 años;Española;Mujeres;1 de julio de 2022;155.697,226521
28 Madrid;De 30 a 34 años;Española;Mujeres;1 de enero de 2022;154.405,955395
28 Madrid;De 30 a 34 años;Española;Mujeres;1 de julio de 2019;162.154,624679
28 Madrid;De 30 a 34 años;Española;Mujeres;1 de enero de 2019;163.960,978269
28 Madrid;De 35 a 39 años;Española;Hombres;1 de julio de 2022;177.875,106594
28 Madrid;De 35 a 39 años;Española;Hombres;1 de enero de 2022;180.369,609880
28 Madrid;De 35 a 39 años;Española;Hombres;1 de julio de 2019;200.031,875469
28 Madrid;De 35 a 39 años;Española;Hombres;1 de enero de 2019;203.742,562628
28 Madrid;De 35 a 39 años;Española;Mujeres;1 de julio de 2022;180.366,891555
28 Madrid;De 35 a 39 años;Española;Mujeres;1 de enero de 2022;182.844,754799
28 Madrid;De 35 a 39 años;Española;Mujeres;1 de julio de 2019;203.325,462163
28 Madrid;De 35 a 39 años;Española;Mujeres;1 de enero de 2019;207.337,373924
28 Madrid;De 40 a 44 años;Española;Hombres;1 de julio de 2022;222.157,613936
28 Madrid;De 40 a 44 años;Española;Hombres;1 de enero de 2022;226.275,301991
28 Madrid;De 40 a 44 años;Española;Hombres;1 de julio de 2019;246.227,371816
28 Madrid;De 40 a 44 años;Española;Hombres;1 de enero de 2019;248.705,110956
28 Madrid;De 40 a 44 años;Española;Mujeres;1 de julio de 2022;229.296,235032
28 Madrid;De 40 a 44 años;Española;Mujeres;1 de enero de 2022;232.989,702544
28 Madrid;De 40 a 44 años;Española;Mujeres;1 de julio de 2019;252.882,328088
28 Madrid;De 40 a 44 años;Española;Mujeres;1 de enero de 2019;255.263,080491
28 Madrid;De 45 a 49 años;Española;Hombres;1 de julio de 2022;252.713,141337
28 Madrid;De 45 a 49 años;Española;Hombres;1 de enero de 2022;251.988,041857
28 Madrid;De 45 a 49 años;Española;Hombres;1 de julio de 2019;241.303,077441
28 Madrid;De 45 a 49 años;Española;Hombres;1 de enero de 2019;238.493,818654
28 Madrid;De 45 a 49 años;Española;Mujeres;1 de julio de 2022;260.398,301121
28 Madrid;De 45 a 49 años;Española;Mujeres;1 de enero de 2022;259.371,794496
28 Madrid;De 45 a 49 años;Española;Mujeres;1 de julio de 2019;248.878,093719
28 Madrid;De 45 a 49 años;Española;Mujeres;1 de enero de 2019;245.990,424209
28 Madrid;De 50 a 54 años;Española;Hombres;1 de julio de 2022;231.226,058928
28 Madrid;De 50 a 54 años;Española;Hombres;1 de enero de 2022;228.881,597424
28 Madrid;De 50 a 54 años;Española;Hombres;1 de julio de 2019;221.283,329989
28 Madrid;De 50 a 54 años;Española;Hombres;1 de enero de 2019;220.081,841141
28 Madrid;De 50 a 54 años;Española;Mujeres;1 de julio de 2022;242.967,413350
28 Madrid;De 50 a 54 años;Española;Mujeres;1 de enero de 2022;240.904,730882
28 Madrid;De 50 a 54 años;Española;Mujeres;1 de julio de 2019;234.657,412297
28 Madrid;De 50 a 54 años;Española;Mujeres;1 de enero de 2019;233.923,690542
28 Madrid;De 55 a 59 años;Española;Hombres;1 de julio de 2022;210.821,943845
28 Madrid;De 55 a 59 años;Española;Hombres;1 de enero de 2022;208.198,712529
28 Madrid;De 55 a 59 años;Española;Hombres;1 de julio de 2019;195.375,033017
28 Madrid;De 55 a 59 años;Española;Hombres;1 de enero de 2019;192.226,159074
28 Madrid;De 55 a 59 años;Española;Mujeres;1 de julio de 2022;228.951,579452
28 Madrid;De 55 a 59 años;Española;Mujeres;1 de enero de 2022;226.520,598946
28 Madrid;De 55 a 59 años;Española;Mujeres;1 de julio de 2019;214.408,088075
28 Madrid;De 55 a 59 años;Española;Mujeres;1 de enero de 2019;211.235,361378
28 Madrid;De 60 a 64 años;Española;Hombres;1 de julio de 2022;178.109,394318
28 Madrid;De 60 a 64 años;Española;Hombres;1 de enero de 2022;175.904,255937
28 Madrid;De 60 a 64 años;Española;Hombres;1 de julio de 2019;163.073,407847
28 Madrid;De 60 a 64 años;Española;Hombres;1 de enero de 2019;159.978,275167
28 Madrid;De 60 a 64 años;Española;Mujeres;1 de julio de 2022;202.265,723431
28 Madrid;De 60 a 64 años;Española;Mujeres;1 de enero de 2022;200.348,916143
28 Madrid;De 60 a 64 años;Española;Mujeres;1 de julio de 2019;188.627,148446
28 Madrid;De 60 a 64 años;Española;Mujeres;1 de enero de 2019;185.744,546050
28 Madrid;De 65 a 69 años;Española;Hombres;1 de julio de 2022;142.892,022539
28 Madrid;De 65 a 69 años;Española;Hombres;1 de enero de 2022;140.933,884764
28 Madrid;De 65 a 69 años;Española;Hombres;1 de julio de 2019;137.326,719932
28 Madrid;De 65 a 69 años;Española;Hombres;1 de enero de 2019;137.558,496360
28 Madrid;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;173.094,154652
28 Madrid;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;170.722,481843
28 Madrid;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;164.831,312161
28 Madrid;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;164.796,492255
28 Madrid;De 70 a 74 años;Española;Hombres;1 de julio de 2022;126.322,170438
28 Madrid;De 70 a 74 años;Española;Hombres;1 de enero de 2022;125.967,359695
28 Madrid;De 70 a 74 años;Española;Hombres;1 de julio de 2019;125.816,797905
28 Madrid;De 70 a 74 años;Española;Hombres;1 de enero de 2019;124.991,036104
28 Madrid;De 70 a 74 años;Española;Mujeres;1 de julio de 2022;159.330,381975
28 Madrid;De 70 a 74 años;Española;Mujeres;1 de enero de 2022;158.741,074546
28 Madrid;De 70 a 74 años;Española;Mujeres;1 de julio de 2019;157.495,693398
28 Madrid;De 70 a 74 años;Española;Mujeres;1 de enero de 2019;156.382,000921
28 Madrid;De 75 a 79 años;Española;Hombres;1 de julio de 2022;103.602,766417
28 Madrid;De 75 a 79 años;Española;Hombres;1 de enero de 2022;101.522,139322
28 Madrid;De 75 a 79 años;Española;Hombres;1 de julio de 2019;93.351,173773
28 Madrid;De 75 a 79 años;Española;Hombres;1 de enero de 2019;89.083,262277
28 Madrid;De 75 a 79 años;Española;Mujeres;1 de julio de 2022;138.559,465556
28 Madrid;De 75 a 79 años;Española;Mujeres;1 de enero de 2022;135.630,304772
28 Madrid;De 75 a 79 años;Española;Mujeres;1 de julio de 2019;122.790,293548
28 Madrid;De 75 a 79 años;Española;Mujeres;1 de enero de 2019;117.233,472931
28 Madrid;De 80 a 84 años;Española;Hombres;1 de julio de 2022;65.079,839293
28 Madrid;De 80 a 84 años;Española;Hombres;1 de enero de 2022;64.196,128924
28 Madrid;De 80 a 84 años;Española;Hombres;1 de julio de 2019;64.067,550250
28 Madrid;De 80 a 84 años;Española;Hombres;1 de enero de 2019;66.105,261475
28 Madrid;De 80 a 84 años;Española;Mujeres;1 de julio de 2022;96.983,582223
28 Madrid;De 80 a 84 años;Española;Mujeres;1 de enero de 2022;96.522,739412
28 Madrid;De 80 a 84 años;Española;Mujeres;1 de julio de 2019;99.095,225789
28 Madrid;De 80 a 84 años;Española;Mujeres;1 de enero de 2019;101.924,619024
28 Madrid;De 85 a 89 años;Española;Hombres;1 de julio de 2022;44.178,201370
28 Madrid;De 85 a 89 años;Española;Hombres;1 de enero de 2022;44.233,103706
28 Madrid;De 85 a 89 años;Española;Hombres;1 de julio de 2019;43.439,569619
28 Madrid;De 85 a 89 años;Española;Hombres;1 de enero de 2019;42.767,362618
28 Madrid;De 85 a 89 años;Española;Mujeres;1 de julio de 2022;81.443,143054
28 Madrid;De 85 a 89 años;Española;Mujeres;1 de enero de 2022;81.572,136895
28 Madrid;De 85 a 89 años;Española;Mujeres;1 de julio de 2019;79.614,303725
28 Madrid;De 85 a 89 años;Española;Mujeres;1 de enero de 2019;79.140,364556
28 Madrid;90 y más años;Española;Hombres;1 de julio de 2022;22.959,279618
28 Madrid;90 y más años;Española;Hombres;1 de enero de 2022;22.158,641303
28 Madrid;90 y más años;Española;Hombres;1 de julio de 2019;20.152,946609
28 Madrid;90 y más años;Española;Hombres;1 de enero de 2019;19.409,358026
28 Madrid;90 y más años;Española;Mujeres;1 de julio de 2022;59.475,647118
28 Madrid;90 y más años;Española;Mujeres;1 de enero de 2022;58.128,894730
28 Madrid;90 y más años;Española;Mujeres;1 de julio de 2019;53.877,773121
28 Madrid;90 y más años;Española;Mujeres;1 de enero de 2019;52.656,969049
29 Málaga;De 0 a 4 años;Española;Hombres;1 de julio de 2022;29.861,000000
29 Málaga;De 0 a 4 años;Española;Hombres;1 de enero de 2022;30.478,000000
29 Málaga;De 0 a 4 años;Española;Hombres;1 de julio de 2019;33.545,641214
29 Málaga;De 0 a 4 años;Española;Hombres;1 de enero de 2019;34.101,992670
29 Málaga;De 0 a 4 años;Española;Mujeres;1 de julio de 2022;28.166,000000
29 Málaga;De 0 a 4 años;Española;Mujeres;1 de enero de 2022;28.860,000000
29 Málaga;De 0 a 4 años;Española;Mujeres;1 de julio de 2019;31.517,838532
29 Málaga;De 0 a 4 años;Española;Mujeres;1 de enero de 2019;32.289,236791
29 Málaga;De 5 a 9 años;Española;Hombres;1 de julio de 2022;37.811,588981
29 Málaga;De 5 a 9 años;Española;Hombres;1 de enero de 2022;38.191,848692
29 Málaga;De 5 a 9 años;Española;Hombres;1 de julio de 2019;40.154,587732
29 Málaga;De 5 a 9 años;Española;Hombres;1 de enero de 2019;40.542,767770
29 Málaga;De 5 a 9 años;Española;Mujeres;1 de julio de 2022;35.670,895247
29 Málaga;De 5 a 9 años;Española;Mujeres;1 de enero de 2022;35.989,338405
29 Málaga;De 5 a 9 años;Española;Mujeres;1 de julio de 2019;38.042,051380
29 Málaga;De 5 a 9 años;Española;Mujeres;1 de enero de 2019;38.493,984363
29 Málaga;De 10 a 14 años;Española;Hombres;1 de julio de 2022;43.550,657013
29 Málaga;De 10 a 14 años;Española;Hombres;1 de enero de 2022;43.851,815705
29 Málaga;De 10 a 14 años;Española;Hombres;1 de julio de 2019;44.187,680757
29 Málaga;De 10 a 14 años;Española;Hombres;1 de enero de 2019;44.161,473541
29 Málaga;De 10 a 14 años;Española;Mujeres;1 de julio de 2022;41.079,108311
29 Málaga;De 10 a 14 años;Española;Mujeres;1 de enero de 2022;41.400,747613
29 Málaga;De 10 a 14 años;Española;Mujeres;1 de julio de 2019;41.699,086872
29 Málaga;De 10 a 14 años;Española;Mujeres;1 de enero de 2019;41.629,448412
29 Málaga;De 15 a 19 años;Española;Hombres;1 de julio de 2022;43.315,347969
29 Málaga;De 15 a 19 años;Española;Hombres;1 de enero de 2022;42.743,663348
29 Málaga;De 15 a 19 años;Española;Hombres;1 de julio de 2019;40.238,759437
29 Málaga;De 15 a 19 años;Española;Hombres;1 de enero de 2019;39.827,296735
29 Málaga;De 15 a 19 años;Española;Mujeres;1 de julio de 2022;41.099,736391
29 Málaga;De 15 a 19 años;Española;Mujeres;1 de enero de 2022;40.453,649425
29 Málaga;De 15 a 19 años;Española;Mujeres;1 de julio de 2019;38.100,611947
29 Málaga;De 15 a 19 años;Española;Mujeres;1 de enero de 2019;37.637,201160
29 Málaga;De 20 a 24 años;Española;Hombres;1 de julio de 2022;38.709,526569
29 Málaga;De 20 a 24 años;Española;Hombres;1 de enero de 2022;38.220,101362
29 Málaga;De 20 a 24 años;Española;Hombres;1 de julio de 2019;35.928,309296
29 Málaga;De 20 a 24 años;Española;Hombres;1 de enero de 2019;35.534,444904
29 Málaga;De 20 a 24 años;Española;Mujeres;1 de julio de 2022;36.796,350187
29 Málaga;De 20 a 24 años;Española;Mujeres;1 de enero de 2022;36.420,401460
29 Málaga;De 20 a 24 años;Española;Mujeres;1 de julio de 2019;34.532,365027
29 Málaga;De 20 a 24 años;Española;Mujeres;1 de enero de 2019;34.252,194425
29 Málaga;De 25 a 29 años;Española;Hombres;1 de julio de 2022;35.945,643068
29 Málaga;De 25 a 29 años;Española;Hombres;1 de enero de 2022;36.191,392176
29 Málaga;De 25 a 29 años;Española;Hombres;1 de julio de 2019;38.070,269720
29 Málaga;De 25 a 29 años;Española;Hombres;1 de enero de 2019;38.575,057701
29 Málaga;De 25 a 29 años;Española;Mujeres;1 de julio de 2022;35.051,607924
29 Málaga;De 25 a 29 años;Española;Mujeres;1 de enero de 2022;35.266,048733
29 Málaga;De 25 a 29 años;Española;Mujeres;1 de julio de 2019;36.652,429107
29 Málaga;De 25 a 29 años;Española;Mujeres;1 de enero de 2019;37.043,406291
29 Málaga;De 30 a 34 años;Española;Hombres;1 de julio de 2022;39.930,977696
29 Málaga;De 30 a 34 años;Española;Hombres;1 de enero de 2022;39.957,991143
29 Málaga;De 30 a 34 años;Española;Hombres;1 de julio de 2019;41.831,464919
29 Málaga;De 30 a 34 años;Española;Hombres;1 de enero de 2019;42.264,437565
29 Málaga;De 30 a 34 años;Española;Mujeres;1 de julio de 2022;39.390,052619
29 Málaga;De 30 a 34 años;Española;Mujeres;1 de enero de 2022;39.459,892092
29 Málaga;De 30 a 34 años;Española;Mujeres;1 de julio de 2019;41.492,940495
29 Málaga;De 30 a 34 años;Española;Mujeres;1 de enero de 2019;42.071,161925
29 Málaga;De 35 a 39 años;Española;Hombres;1 de julio de 2022;46.455,916037
29 Málaga;De 35 a 39 años;Española;Hombres;1 de enero de 2022;47.329,886233
29 Málaga;De 35 a 39 años;Española;Hombres;1 de julio de 2019;51.635,669186
29 Málaga;De 35 a 39 años;Española;Hombres;1 de enero de 2019;52.521,715607
29 Málaga;De 35 a 39 años;Española;Mujeres;1 de julio de 2022;46.775,878347
29 Málaga;De 35 a 39 años;Española;Mujeres;1 de enero de 2022;47.485,713761
29 Málaga;De 35 a 39 años;Española;Mujeres;1 de julio de 2019;51.351,579817
29 Málaga;De 35 a 39 años;Española;Mujeres;1 de enero de 2019;51.983,680782
29 Málaga;De 40 a 44 años;Española;Hombres;1 de julio de 2022;57.037,026592
29 Málaga;De 40 a 44 años;Española;Hombres;1 de enero de 2022;57.696,443286
29 Málaga;De 40 a 44 años;Española;Hombres;1 de julio de 2019;59.532,636717
29 Málaga;De 40 a 44 años;Española;Hombres;1 de enero de 2019;59.746,968389
29 Málaga;De 40 a 44 años;Española;Mujeres;1 de julio de 2022;56.687,425656
29 Málaga;De 40 a 44 años;Española;Mujeres;1 de enero de 2022;57.245,792229
29 Málaga;De 40 a 44 años;Española;Mujeres;1 de julio de 2019;58.650,768335
29 Málaga;De 40 a 44 años;Española;Mujeres;1 de enero de 2019;58.855,867423
29 Málaga;De 45 a 49 años;Española;Hombres;1 de julio de 2022;60.659,192091
29 Málaga;De 45 a 49 años;Española;Hombres;1 de enero de 2022;60.335,987866
29 Málaga;De 45 a 49 años;Española;Hombres;1 de julio de 2019;58.118,338477
29 Málaga;De 45 a 49 años;Española;Hombres;1 de enero de 2019;57.696,046247
29 Málaga;De 45 a 49 años;Española;Mujeres;1 de julio de 2022;60.265,374019
29 Málaga;De 45 a 49 años;Española;Mujeres;1 de enero de 2022;60.145,144246
29 Málaga;De 45 a 49 años;Española;Mujeres;1 de julio de 2019;58.133,710838
29 Málaga;De 45 a 49 años;Española;Mujeres;1 de enero de 2019;57.839,207791
29 Málaga;De 50 a 54 años;Española;Hombres;1 de julio de 2022;56.775,368845
29 Málaga;De 50 a 54 años;Española;Hombres;1 de enero de 2022;56.459,046607
29 Málaga;De 50 a 54 años;Española;Hombres;1 de julio de 2019;54.841,963833
29 Málaga;De 50 a 54 años;Española;Hombres;1 de enero de 2019;54.821,719133
29 Málaga;De 50 a 54 años;Española;Mujeres;1 de julio de 2022;57.788,438650
29 Málaga;De 50 a 54 años;Española;Mujeres;1 de enero de 2022;57.457,574718
29 Málaga;De 50 a 54 años;Española;Mujeres;1 de julio de 2019;56.365,686389
29 Málaga;De 50 a 54 años;Española;Mujeres;1 de enero de 2019;56.316,709887
29 Málaga;De 55 a 59 años;Española;Hombres;1 de julio de 2022;52.839,544634
29 Málaga;De 55 a 59 años;Española;Hombres;1 de enero de 2022;52.183,632106
29 Málaga;De 55 a 59 años;Española;Hombres;1 de julio de 2019;48.479,927584
29 Málaga;De 55 a 59 años;Española;Hombres;1 de enero de 2019;47.560,446715
29 Málaga;De 55 a 59 años;Española;Mujeres;1 de julio de 2022;55.594,579322
29 Málaga;De 55 a 59 años;Española;Mujeres;1 de enero de 2022;54.831,321652
29 Málaga;De 55 a 59 años;Española;Mujeres;1 de julio de 2019;50.856,980928
29 Málaga;De 55 a 59 años;Española;Mujeres;1 de enero de 2019;50.009,606307
29 Málaga;De 60 a 64 años;Española;Hombres;1 de julio de 2022;44.380,762118
29 Málaga;De 60 a 64 años;Española;Hombres;1 de enero de 2022;43.850,239121
29 Málaga;De 60 a 64 años;Española;Hombres;1 de julio de 2019;40.303,052049
29 Málaga;De 60 a 64 años;Española;Hombres;1 de enero de 2019;39.493,585039
29 Málaga;De 60 a 64 años;Española;Mujeres;1 de julio de 2022;47.752,091014
29 Málaga;De 60 a 64 años;Española;Mujeres;1 de enero de 2022;47.093,677058
29 Málaga;De 60 a 64 años;Española;Mujeres;1 de julio de 2019;43.238,142090
29 Málaga;De 60 a 64 años;Española;Mujeres;1 de enero de 2019;42.313,036536
29 Málaga;De 65 a 69 años;Española;Hombres;1 de julio de 2022;35.739,501264
29 Málaga;De 65 a 69 años;Española;Hombres;1 de enero de 2022;35.179,764902
29 Málaga;De 65 a 69 años;Española;Hombres;1 de julio de 2019;32.590,937494
29 Málaga;De 65 a 69 años;Española;Hombres;1 de enero de 2019;32.459,359811
29 Málaga;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;39.655,823302
29 Málaga;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;38.945,201370
29 Málaga;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;35.711,560501
29 Málaga;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;35.332,998952
29 Málaga;De 70 a 74 años;Española;Hombres;1 de julio de 2022;29.474,025823
29 Málaga;De 70 a 74 años;Española;Hombres;1 de enero de 2022;29.276,009526
29 Málaga;De 70 a 74 años;Española;Hombres;1 de julio de 2019;29.235,516951
29 Málaga;De 70 a 74 años;Española;Hombres;1 de enero de 2019;28.967,978667
29 Málaga;De 70 a 74 años;Española;Mujeres;1 de julio de 2022;33.810,320427
29 Málaga;De 70 a 74 años;Española;Mujeres;1 de enero de 2022;33.473,492214
29 Málaga;De 70 a 74 años;Española;Mujeres;1 de julio de 2019;33.356,245520
29 Málaga;De 70 a 74 años;Española;Mujeres;1 de enero de 2019;33.048,788592
29 Málaga;De 75 a 79 años;Española;Hombres;1 de julio de 2022;23.476,722225
29 Málaga;De 75 a 79 años;Española;Hombres;1 de enero de 2022;22.992,587737
29 Málaga;De 75 a 79 años;Española;Hombres;1 de julio de 2019;20.213,475155
29 Málaga;De 75 a 79 años;Española;Hombres;1 de enero de 2019;19.559,980752
29 Málaga;De 75 a 79 años;Española;Mujeres;1 de julio de 2022;29.335,097244
29 Málaga;De 75 a 79 años;Española;Mujeres;1 de enero de 2022;28.808,337211
29 Málaga;De 75 a 79 años;Española;Mujeres;1 de julio de 2019;25.658,556421
29 Málaga;De 75 a 79 años;Española;Mujeres;1 de enero de 2019;24.925,407300
29 Málaga;De 80 a 84 años;Española;Hombres;1 de julio de 2022;13.713,405324
29 Málaga;De 80 a 84 años;Española;Hombres;1 de enero de 2022;13.621,231327
29 Málaga;De 80 a 84 años;Española;Hombres;1 de julio de 2019;13.361,562391
29 Málaga;De 80 a 84 años;Española;Hombres;1 de enero de 2019;13.411,262424
29 Málaga;De 80 a 84 años;Española;Mujeres;1 de julio de 2022;19.699,295792
